_id,has_rain,has_rain_1,has_rain_2,has_rain_3,has_rain_4,has_rain_5,has_rain_6,humidity_avg_1,humidity_avg_2,humidity_avg_3,humidity_avg_4,humidity_avg_5,humidity_avg_6,humidity_fall_1,humidity_fall_2,humidity_fall_3,humidity_fall_4,humidity_fall_5,humidity_fall_6,humidity_max_1,humidity_max_2,humidity_max_3,humidity_max_4,humidity_max_5,humidity_max_6,humidity_min_1,humidity_min_2,humidity_min_3,humidity_min_4,humidity_min_5,humidity_min_6,humidity_rise_1,humidity_rise_2,humidity_rise_3,humidity_rise_4,humidity_rise_5,humidity_rise_6,humidity_steady_1,humidity_steady_2,humidity_steady_3,humidity_steady_4,humidity_steady_5,humidity_steady_6,light_avg_1,light_avg_2,light_avg_3,light_avg_4,light_avg_5,light_avg_6,light_fall_1,light_fall_2,light_fall_3,light_fall_4,light_fall_5,light_fall_6,light_max_1,light_max_2,light_max_3,light_max_4,light_max_5,light_max_6,light_min_1,light_min_2,light_min_3,light_min_4,light_min_5,light_min_6,light_rise_1,light_rise_2,light_rise_3,light_rise_4,light_rise_5,light_rise_6,light_steady_1,light_steady_2,light_steady_3,light_steady_4,light_steady_5,light_steady_6,pressure_avg_1,pressure_avg_2,pressure_avg_3,pressure_avg_4,pressure_avg_5,pressure_avg_6,pressure_fall_1,pressure_fall_2,pressure_fall_3,pressure_fall_4,pressure_fall_5,pressure_fall_6,pressure_max_1,pressure_max_2,pressure_max_3,pressure_max_4,pressure_max_5,pressure_max_6,pressure_min_1,pressure_min_2,pressure_min_3,pressure_min_4,pressure_min_5,pressure_min_6,pressure_rise_1,pressure_rise_2,pressure_rise_3,pressure_rise_4,pressure_rise_5,pressure_rise_6,pressure_steady_1,pressure_steady_2,pressure_steady_3,pressure_steady_4,pressure_steady_5,pressure_steady_6,rain_avg_1,rain_avg_2,rain_avg_3,rain_avg_4,rain_avg_5,rain_avg_6,rain_fall_1,rain_fall_2,rain_fall_3,rain_fall_4,rain_fall_5,rain_fall_6,rain_max_1,rain_max_2,rain_max_3,rain_max_4,rain_max_5,rain_max_6,rain_min_1,rain_min_2,rain_min_3,rain_min_4,rain_min_5,rain_min_6,rain_rise_1,rain_rise_2,rain_rise_3,rain_rise_4,rain_rise_5,rain_rise_6,rain_steady_1,rain_steady_2,rain_steady_3,rain_steady_4,rain_steady_5,rain_steady_6,temperature_avg_1,temperature_avg_2,temperature_avg_3,temperature_avg_4,temperature_avg_5,temperature_avg_6,temperature_fall_1,temperature_fall_2,temperature_fall_3,temperature_fall_4,temperature_fall_5,temperature_fall_6,temperature_max_1,temperature_max_2,temperature_max_3,temperature_max_4,temperature_max_5,temperature_max_6,temperature_min_1,temperature_min_2,temperature_min_3,temperature_min_4,temperature_min_5,temperature_min_6,temperature_rise_1,temperature_rise_2,temperature_rise_3,temperature_rise_4,temperature_rise_5,temperature_rise_6,temperature_steady_1,temperature_steady_2,temperature_steady_3,temperature_steady_4,temperature_steady_5,temperature_steady_6
11_17_2018_2,1,1.0,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,68.17391304347827,0.0,69.91304347826087,5.0,5.0,4.0,5.0,10.0,13.0,79.0,80.0,78.0,74.0,60.0,80.0,74.0,76.0,70.0,56.0,48.0,57.0,4.0,6.0,7.0,11.0,10.0,5.0,14.0,14.0,12.0,7.0,4.0,5.0,1.7391304347826086,0.0,0.0,3.4347826086956523,0.0,168.08695652173913,0.0,0.0,0.0,5.0,12.0,8.0,19.0,0.0,1.0,49.0,249.0,320.0,0.0,0.0,0.0,0.0,55.0,31.0,6.0,0.0,1.0,1.0,10.0,15.0,17.0,25.0,22.0,17.0,2.0,0.0,1024.0,0.0,0.0,1021.695652173913,0.0,1020.9565217391304,0.0,0.0,0.0,0.0,2.0,0.0,1024.0,1024.0,1023.0,1023.0,1021.0,1021.0,1024.0,1023.0,1023.0,1021.0,1020.0,1020.0,1.0,2.0,1.0,3.0,3.0,2.0,22.0,23.0,22.0,20.0,19.0,21.0,4.565217391304348,0.0,0.0,0.0,0.0,5.130434782608695,4.0,2.0,7.0,0.0,0.0,6.0,23.0,22.0,17.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,4.0,16.0,15.0,10.0,23.0,24.0,13.0,1.0,0.0,0.0,3.739130434782609,0.0,5.0,0.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,22.0,23.0,14.0,12.0,19.0,17.0
11_17_2018_3,0,1.0,1.0,0.0,0.0,0.0,0.0,74.04347826086956,76.0,0.0,0.0,68.17391304347827,0.0,8.0,5.0,5.0,4.0,5.0,10.0,76.0,79.0,80.0,78.0,74.0,60.0,71.0,74.0,76.0,70.0,56.0,48.0,5.0,4.0,6.0,7.0,11.0,10.0,10.0,14.0,14.0,12.0,7.0,4.0,98.1304347826087,1.7391304347826086,0.0,0.0,3.4347826086956523,0.0,6.0,0.0,0.0,0.0,5.0,12.0,204.0,19.0,0.0,1.0,49.0,249.0,28.0,0.0,0.0,0.0,0.0,55.0,15.0,6.0,0.0,1.0,1.0,10.0,2.0,17.0,25.0,22.0,17.0,2.0,1024.5217391304348,1024.0,0.0,0.0,1021.695652173913,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1025.0,1024.0,1024.0,1023.0,1023.0,1021.0,1024.0,1024.0,1023.0,1023.0,1021.0,1020.0,3.0,1.0,2.0,1.0,3.0,3.0,18.0,22.0,23.0,22.0,20.0,19.0,9.347826086956522,4.565217391304348,0.0,0.0,0.0,0.0,12.0,4.0,2.0,7.0,0.0,0.0,15.0,23.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,6.0,0.0,0.0,5.0,16.0,15.0,10.0,23.0,24.0,1.2608695652173914,1.0,0.0,0.0,3.739130434782609,0.0,1.0,0.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,3.0,19.0,22.0,23.0,14.0,12.0,19.0
11_17_2018_4,0,0.0,1.0,1.0,0.0,0.0,0.0,70.0,74.04347826086956,76.0,0.0,0.0,68.17391304347827,5.0,8.0,5.0,5.0,4.0,5.0,71.0,76.0,79.0,80.0,78.0,74.0,69.0,71.0,74.0,76.0,70.0,56.0,6.0,5.0,4.0,6.0,7.0,11.0,12.0,10.0,14.0,14.0,12.0,7.0,102.73913043478261,98.1304347826087,1.7391304347826086,0.0,0.0,3.4347826086956523,17.0,6.0,0.0,0.0,0.0,5.0,230.0,204.0,19.0,0.0,1.0,49.0,19.0,28.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,1.0,1.0,0.0,2.0,17.0,25.0,22.0,17.0,1024.0434782608695,1024.5217391304348,1024.0,0.0,0.0,1021.695652173913,1.0,2.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1024.0,1024.0,1023.0,1023.0,1024.0,1024.0,1024.0,1023.0,1023.0,1021.0,2.0,3.0,1.0,2.0,1.0,3.0,20.0,18.0,22.0,23.0,22.0,20.0,0.0,9.347826086956522,4.565217391304348,0.0,0.0,0.0,0.0,12.0,4.0,2.0,7.0,0.0,0.0,15.0,23.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,6.0,0.0,23.0,5.0,16.0,15.0,10.0,23.0,2.0,1.2608695652173914,1.0,0.0,0.0,3.739130434782609,0.0,1.0,0.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,22.0,19.0,22.0,23.0,14.0,12.0
11_17_2018_5,0,0.0,0.0,1.0,1.0,0.0,0.0,69.21739130434783,70.0,74.04347826086956,76.0,0.0,0.0,5.0,5.0,8.0,5.0,5.0,4.0,72.0,71.0,76.0,79.0,80.0,78.0,68.0,69.0,71.0,74.0,76.0,70.0,3.0,6.0,5.0,4.0,6.0,7.0,15.0,12.0,10.0,14.0,14.0,12.0,2.608695652173913,102.73913043478261,98.1304347826087,1.7391304347826086,0.0,0.0,5.0,17.0,6.0,0.0,0.0,0.0,23.0,230.0,204.0,19.0,0.0,1.0,0.0,19.0,28.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,0.0,1.0,17.0,0.0,2.0,17.0,25.0,22.0,1024.391304347826,1024.0434782608695,1024.5217391304348,1024.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1025.0,1025.0,1025.0,1024.0,1024.0,1023.0,1024.0,1024.0,1024.0,1024.0,1023.0,1023.0,2.0,2.0,3.0,1.0,2.0,1.0,21.0,20.0,18.0,22.0,23.0,22.0,0.0,0.0,9.347826086956522,4.565217391304348,0.0,0.0,0.0,0.0,12.0,4.0,2.0,7.0,0.0,0.0,15.0,23.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,6.0,23.0,23.0,5.0,16.0,15.0,10.0,1.6956521739130435,2.0,1.2608695652173914,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,19.0,22.0,19.0,22.0,23.0,14.0
11_18_2018_0,0,0.0,0.0,0.0,1.0,1.0,0.0,68.89473684210526,69.21739130434783,70.0,74.04347826086956,76.0,0.0,3.0,5.0,5.0,8.0,5.0,5.0,71.0,72.0,71.0,76.0,79.0,80.0,67.0,68.0,69.0,71.0,74.0,76.0,6.0,3.0,6.0,5.0,4.0,6.0,10.0,15.0,12.0,10.0,14.0,14.0,0.0,2.608695652173913,102.73913043478261,98.1304347826087,1.7391304347826086,0.0,0.0,5.0,17.0,6.0,0.0,0.0,0.0,23.0,230.0,204.0,19.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,0.0,19.0,17.0,0.0,2.0,17.0,25.0,1024.578947368421,1024.391304347826,1024.0434782608695,1024.5217391304348,1024.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1025.0,1025.0,1025.0,1025.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1023.0,2.0,2.0,2.0,3.0,1.0,2.0,15.0,21.0,20.0,18.0,22.0,23.0,0.0,0.0,0.0,9.347826086956522,4.565217391304348,0.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,15.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,19.0,23.0,23.0,5.0,16.0,15.0,1.105263157894737,1.6956521739130435,2.0,1.2608695652173914,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,16.0,19.0,22.0,19.0,22.0,23.0
11_18_2018_1,0,0.0,0.0,0.0,0.0,1.0,1.0,69.56521739130434,68.89473684210526,69.21739130434783,70.0,74.04347826086956,76.0,4.0,3.0,5.0,5.0,8.0,5.0,70.0,71.0,72.0,71.0,76.0,79.0,69.0,67.0,68.0,69.0,71.0,74.0,5.0,6.0,3.0,6.0,5.0,4.0,14.0,10.0,15.0,12.0,10.0,14.0,0.0,0.0,2.608695652173913,102.73913043478261,98.1304347826087,1.7391304347826086,0.0,0.0,5.0,17.0,6.0,0.0,0.0,0.0,23.0,230.0,204.0,19.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,23.0,19.0,17.0,0.0,2.0,17.0,1023.6086956521739,1024.578947368421,1024.391304347826,1024.0434782608695,1024.5217391304348,1024.0,2.0,2.0,0.0,1.0,2.0,0.0,1024.0,1025.0,1025.0,1025.0,1025.0,1024.0,1023.0,1024.0,1024.0,1024.0,1024.0,1024.0,2.0,2.0,2.0,2.0,3.0,1.0,19.0,15.0,21.0,20.0,18.0,22.0,0.0,0.0,0.0,0.0,9.347826086956522,4.565217391304348,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,23.0,19.0,23.0,23.0,5.0,16.0,1.0,1.105263157894737,1.6956521739130435,2.0,1.2608695652173914,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,22.0,16.0,19.0,22.0,19.0,22.0
11_18_2018_2,0,0.0,0.0,0.0,0.0,0.0,1.0,71.1304347826087,69.56521739130434,68.89473684210526,69.21739130434783,70.0,74.04347826086956,3.0,4.0,3.0,5.0,5.0,8.0,75.0,70.0,71.0,72.0,71.0,76.0,62.0,69.0,67.0,68.0,69.0,71.0,7.0,5.0,6.0,3.0,6.0,5.0,13.0,14.0,10.0,15.0,12.0,10.0,2.9565217391304346,0.0,0.0,2.608695652173913,102.73913043478261,98.1304347826087,0.0,0.0,0.0,5.0,17.0,6.0,26.0,0.0,0.0,23.0,230.0,204.0,0.0,0.0,0.0,0.0,19.0,28.0,5.0,0.0,0.0,1.0,6.0,15.0,18.0,23.0,19.0,17.0,0.0,2.0,1021.7391304347826,1023.6086956521739,1024.578947368421,1024.391304347826,1024.0434782608695,1024.5217391304348,2.0,2.0,2.0,0.0,1.0,2.0,1023.0,1024.0,1025.0,1025.0,1025.0,1025.0,1021.0,1023.0,1024.0,1024.0,1024.0,1024.0,1.0,2.0,2.0,2.0,2.0,3.0,20.0,19.0,15.0,21.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,9.347826086956522,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,23.0,19.0,23.0,23.0,5.0,1.0434782608695652,1.0,1.105263157894737,1.6956521739130435,2.0,1.2608695652173914,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,19.0,22.0,16.0,19.0,22.0,19.0
11_18_2018_3,0,0.0,0.0,0.0,0.0,0.0,0.0,75.78260869565217,71.1304347826087,69.56521739130434,68.89473684210526,69.21739130434783,70.0,6.0,3.0,4.0,3.0,5.0,5.0,78.0,75.0,70.0,71.0,72.0,71.0,74.0,62.0,69.0,67.0,68.0,69.0,6.0,7.0,5.0,6.0,3.0,6.0,11.0,13.0,14.0,10.0,15.0,12.0,83.0,2.9565217391304346,0.0,0.0,2.608695652173913,102.73913043478261,9.0,0.0,0.0,0.0,5.0,17.0,130.0,26.0,0.0,0.0,23.0,230.0,54.0,0.0,0.0,0.0,0.0,19.0,14.0,5.0,0.0,0.0,1.0,6.0,0.0,18.0,23.0,19.0,17.0,0.0,1020.7391304347826,1021.7391304347826,1023.6086956521739,1024.578947368421,1024.391304347826,1024.0434782608695,1.0,2.0,2.0,2.0,0.0,1.0,1021.0,1023.0,1024.0,1025.0,1025.0,1025.0,1020.0,1021.0,1023.0,1024.0,1024.0,1024.0,1.0,1.0,2.0,2.0,2.0,2.0,21.0,20.0,19.0,15.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,19.0,23.0,23.0,0.8695652173913043,1.0434782608695652,1.0,1.105263157894737,1.6956521739130435,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,18.0,19.0,22.0,16.0,19.0,22.0
11_18_2018_4,0,0.0,0.0,0.0,0.0,0.0,0.0,72.21739130434783,75.78260869565217,71.1304347826087,69.56521739130434,68.89473684210526,69.21739130434783,6.0,6.0,3.0,4.0,3.0,5.0,75.0,78.0,75.0,70.0,71.0,72.0,71.0,74.0,62.0,69.0,67.0,68.0,6.0,6.0,7.0,5.0,6.0,3.0,11.0,11.0,13.0,14.0,10.0,15.0,129.2608695652174,83.0,2.9565217391304346,0.0,0.0,2.608695652173913,11.0,9.0,0.0,0.0,0.0,5.0,237.0,130.0,26.0,0.0,0.0,23.0,29.0,54.0,0.0,0.0,0.0,0.0,12.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,18.0,23.0,19.0,17.0,1016.7391304347826,1020.7391304347826,1021.7391304347826,1023.6086956521739,1024.578947368421,1024.391304347826,4.0,1.0,2.0,2.0,2.0,0.0,1019.0,1021.0,1023.0,1024.0,1025.0,1025.0,1015.0,1020.0,1021.0,1023.0,1024.0,1024.0,1.0,1.0,1.0,2.0,2.0,2.0,18.0,21.0,20.0,19.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,19.0,23.0,1.826086956521739,0.8695652173913043,1.0434782608695652,1.0,1.105263157894737,1.6956521739130435,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,19.0,18.0,19.0,22.0,16.0,19.0
11_18_2018_5,1,0.0,0.0,0.0,0.0,0.0,0.0,74.36363636363636,72.21739130434783,75.78260869565217,71.1304347826087,69.56521739130434,68.89473684210526,3.0,6.0,6.0,3.0,4.0,3.0,76.0,75.0,78.0,75.0,70.0,71.0,72.0,71.0,74.0,62.0,69.0,67.0,5.0,6.0,6.0,7.0,5.0,6.0,14.0,11.0,11.0,13.0,14.0,10.0,1.8181818181818181,129.2608695652174,83.0,2.9565217391304346,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,20.0,237.0,130.0,26.0,0.0,0.0,0.0,29.0,54.0,0.0,0.0,0.0,1.0,12.0,14.0,5.0,0.0,0.0,17.0,0.0,0.0,18.0,23.0,19.0,1014.0454545454545,1016.7391304347826,1020.7391304347826,1021.7391304347826,1023.6086956521739,1024.578947368421,3.0,4.0,1.0,2.0,2.0,2.0,1015.0,1019.0,1021.0,1023.0,1024.0,1025.0,1013.0,1015.0,1020.0,1021.0,1023.0,1024.0,2.0,1.0,1.0,1.0,2.0,2.0,17.0,18.0,21.0,20.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,23.0,23.0,23.0,19.0,2.0,1.826086956521739,0.8695652173913043,1.0434782608695652,1.0,1.105263157894737,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,21.0,19.0,18.0,19.0,22.0,16.0
11_19_2018_0,1,1.0,0.0,0.0,0.0,0.0,0.0,79.95238095238095,74.36363636363636,72.21739130434783,75.78260869565217,71.1304347826087,69.56521739130434,3.0,3.0,6.0,6.0,3.0,4.0,86.0,76.0,75.0,78.0,75.0,70.0,75.0,72.0,71.0,74.0,62.0,69.0,8.0,5.0,6.0,6.0,7.0,5.0,10.0,14.0,11.0,11.0,13.0,14.0,0.0,1.8181818181818181,129.2608695652174,83.0,2.9565217391304346,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,20.0,237.0,130.0,26.0,0.0,0.0,0.0,29.0,54.0,0.0,0.0,0.0,1.0,12.0,14.0,5.0,0.0,21.0,17.0,0.0,0.0,18.0,23.0,1011.952380952381,1014.0454545454545,1016.7391304347826,1020.7391304347826,1021.7391304347826,1023.6086956521739,3.0,3.0,4.0,1.0,2.0,2.0,1013.0,1015.0,1019.0,1021.0,1023.0,1024.0,1011.0,1013.0,1015.0,1020.0,1021.0,1023.0,2.0,2.0,1.0,1.0,1.0,2.0,16.0,17.0,18.0,21.0,20.0,19.0,8.571428571428571,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,23.0,23.0,23.0,23.0,1.5238095238095237,2.0,1.826086956521739,0.8695652173913043,1.0434782608695652,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,19.0,21.0,19.0,18.0,19.0,22.0
11_21_2018_0,1,1.0,1.0,0.0,0.0,0.0,0.0,86.25,79.95238095238095,74.36363636363636,72.21739130434783,75.78260869565217,71.1304347826087,4.0,3.0,3.0,6.0,6.0,3.0,87.0,86.0,76.0,75.0,78.0,75.0,85.0,75.0,72.0,71.0,74.0,62.0,6.0,8.0,5.0,6.0,6.0,7.0,2.0,10.0,14.0,11.0,11.0,13.0,0.0,0.0,1.8181818181818181,129.2608695652174,83.0,2.9565217391304346,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,20.0,237.0,130.0,26.0,0.0,0.0,0.0,29.0,54.0,0.0,0.0,0.0,1.0,12.0,14.0,5.0,12.0,21.0,17.0,0.0,0.0,18.0,1009.25,1011.952380952381,1014.0454545454545,1016.7391304347826,1020.7391304347826,1021.7391304347826,2.0,3.0,3.0,4.0,1.0,2.0,1010.0,1013.0,1015.0,1019.0,1021.0,1023.0,1008.0,1011.0,1013.0,1015.0,1020.0,1021.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,16.0,17.0,18.0,21.0,20.0,14.25,8.571428571428571,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,11.0,22.0,23.0,23.0,23.0,0.5833333333333334,1.5238095238095237,2.0,1.826086956521739,0.8695652173913043,1.0434782608695652,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,10.0,19.0,21.0,19.0,18.0,19.0
11_21_2018_1,1,1.0,1.0,1.0,0.0,0.0,0.0,88.33333333333333,86.25,79.95238095238095,74.36363636363636,72.21739130434783,75.78260869565217,1.0,4.0,3.0,3.0,6.0,6.0,89.0,87.0,86.0,76.0,75.0,78.0,88.0,85.0,75.0,72.0,71.0,74.0,3.0,6.0,8.0,5.0,6.0,6.0,8.0,2.0,10.0,14.0,11.0,11.0,0.0,0.0,0.0,1.8181818181818181,129.2608695652174,83.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,20.0,237.0,130.0,0.0,0.0,0.0,0.0,29.0,54.0,0.0,0.0,0.0,1.0,12.0,14.0,12.0,12.0,21.0,17.0,0.0,0.0,1011.5833333333334,1009.25,1011.952380952381,1014.0454545454545,1016.7391304347826,1020.7391304347826,1.0,2.0,3.0,3.0,4.0,1.0,1012.0,1010.0,1013.0,1015.0,1019.0,1021.0,1011.0,1008.0,1011.0,1013.0,1015.0,1020.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,9.0,16.0,17.0,18.0,21.0,10.333333333333334,14.25,8.571428571428571,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,14.0,15.0,23.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,9.0,11.0,22.0,23.0,23.0,1.0833333333333333,0.5833333333333334,1.5238095238095237,2.0,1.826086956521739,0.8695652173913043,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,9.0,10.0,19.0,21.0,19.0,18.0
11_21_2018_2,1,1.0,1.0,1.0,1.0,0.0,0.0,89.04347826086956,88.33333333333333,86.25,79.95238095238095,74.36363636363636,72.21739130434783,1.0,1.0,4.0,3.0,3.0,6.0,90.0,89.0,87.0,86.0,76.0,75.0,88.0,88.0,85.0,75.0,72.0,71.0,4.0,3.0,6.0,8.0,5.0,6.0,18.0,8.0,2.0,10.0,14.0,11.0,0.6086956521739131,0.0,0.0,0.0,1.8181818181818181,129.2608695652174,0.0,0.0,0.0,0.0,4.0,11.0,10.0,0.0,0.0,0.0,20.0,237.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,1.0,12.0,20.0,12.0,12.0,21.0,17.0,0.0,1010.1739130434783,1011.5833333333334,1009.25,1011.952380952381,1014.0454545454545,1016.7391304347826,1.0,1.0,2.0,3.0,3.0,4.0,1011.0,1012.0,1010.0,1013.0,1015.0,1019.0,1010.0,1011.0,1008.0,1011.0,1013.0,1015.0,1.0,1.0,1.0,2.0,2.0,1.0,21.0,10.0,9.0,16.0,17.0,18.0,9.521739130434783,10.333333333333334,14.25,8.571428571428571,0.0,0.0,7.0,5.0,1.0,6.0,0.0,0.0,15.0,14.0,15.0,23.0,0.0,0.0,7.0,7.0,14.0,0.0,0.0,0.0,7.0,6.0,2.0,4.0,0.0,0.0,9.0,1.0,9.0,11.0,22.0,23.0,1.0,1.0833333333333333,0.5833333333333334,1.5238095238095237,2.0,1.826086956521739,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,22.0,9.0,10.0,19.0,21.0,19.0
